reservationId,startDate,endDate,tripActualStart,tripActualEnd,tripTimeAmount,tripDistanceUsed,reservationDate,cancellationDate,carId,reservationStatus,pricePlanId,pricePlan,startLatitude,startLongitude,endLatitude,endLongitude
1333217,04/01/2020 08:02:00,04/01/2020 08:15:00,04/01/2020 08:15:00,04/01/2020 08:21:00,403,2,04/01/2020 08:02:00,01/01/2001 00:00:00,127,Ended,1,מסלול מתמיד אוטותל,32.08777,34.78436,32.0764,34.7868
1333219,04/01/2020 08:06:00,04/01/2020 08:11:00,04/01/2020 08:11:00,04/01/2020 08:23:00,734,5,04/01/2020 08:06:00,01/01/2001 00:00:00,228,Ended,8,מתמיד דיגיתל FREE,32.09193,34.78231,32.06139,34.76188
1333220,04/01/2020 08:06:00,04/01/2020 08:10:00,04/01/2020 08:10:00,04/01/2020 08:25:00,868,4,04/01/2020 08:06:00,01/01/2001 00:00:00,207,Ended,3,מסלול מזדמן,32.06531,34.77518,32.07943,34.78851
1333221,04/01/2020 08:10:00,04/01/2020 08:22:00,04/01/2020 08:22:00,04/01/2020 08:39:00,1046,7,04/01/2020 08:10:00,01/01/2001 00:00:00,266,Ended,8,מתמיד דיגיתל FREE,32.09618,34.79087,32.06667,34.79586
1333222,04/01/2020 08:10:00,04/01/2020 08:13:00,04/01/2020 08:13:00,04/01/2020 08:32:00,1153,8,04/01/2020 08:10:00,01/01/2001 00:00:00,119,Ended,3,מסלול מזדמן,32.10763,34.83771,32.08737,34.77299
1333223,04/01/2020 08:13:00,04/01/2020 08:22:00,04/01/2020 08:22:00,04/01/2020 08:38:00,924,3,04/01/2020 08:13:00,01/01/2001 00:00:00,63,Ended,8,מתמיד דיגיתל FREE,32.09244,34.77503,32.08489,34.79671
1333224,04/01/2020 08:14:00,04/01/2020 08:15:00,04/01/2020 08:15:00,04/01/2020 08:33:00,1079,8,04/01/2020 08:14:00,01/01/2001 00:00:00,116,Ended,8,מתמיד דיגיתל FREE,32.11985,34.82113,32.0806,34.78796
1333225,04/01/2020 08:14:00,04/01/2020 08:17:00,04/01/2020 08:17:00,04/01/2020 08:31:00,807,4,04/01/2020 08:14:00,01/01/2001 00:00:00,33,Ended,2,מסלול מתמיד דיגיטל,32.06569,34.77603,32.08491,34.79663
1333226,04/01/2020 08:17:00,04/01/2020 08:24:00,04/01/2020 08:24:00,04/01/2020 08:30:00,378,2,04/01/2020 08:17:00,01/01/2001 00:00:00,186,Ended,7,מתמיד FREE,32.0533,34.81025,32.06262,34.79981
1333228,04/01/2020 08:19:00,04/01/2020 08:21:00,04/01/2020 08:21:00,04/01/2020 08:46:00,1507,0,04/01/2020 08:19:00,01/01/2001 00:00:00,18,Ended,2,מסלול מתמיד דיגיטל,32.12112,34.84347,32.03455,34.75767
1333229,04/01/2020 08:21:00,04/01/2020 08:21:00,04/01/2020 08:21:00,04/01/2020 08:36:00,871,6,04/01/2020 08:21:00,01/01/2001 00:00:00,29,Ended,7,מתמיד FREE,32.12497,34.80129,32.08842,34.77141
1333230,04/01/2020 08:25:00,04/01/2020 08:31:00,04/01/2020 08:31:00,04/01/2020 08:37:00,353,2,04/01/2020 08:25:00,01/01/2001 00:00:00,108,Ended,8,מתמיד דיגיתל FREE,32.04565,34.75011,32.05078,34.75826
1333231,04/01/2020 08:25:00,04/01/2020 08:33:00,04/01/2020 08:33:00,04/01/2020 09:11:00,2273,13,04/01/2020 08:25:00,01/01/2001 00:00:00,234,Ended,1,מסלול מתמיד אוטותל,32.04466,34.77949,32.11911,34.79924
1333233,04/01/2020 08:25:00,04/01/2020 08:28:00,04/01/2020 08:28:00,04/01/2020 08:50:00,1329,8,04/01/2020 08:25:00,01/01/2001 00:00:00,52,Ended,2,מסלול מתמיד דיגיטל,32.09474,34.78205,32.09505,34.77808
1333235,04/01/2020 08:29:00,04/01/2020 08:29:00,04/01/2020 08:29:00,04/01/2020 08:41:00,741,7,04/01/2020 08:29:00,01/01/2001 00:00:00,181,Ended,2,מסלול מתמיד דיגיטל,32.08981,34.77992,32.1115,34.8406
1333237,04/01/2020 08:32:00,04/01/2020 08:40:00,04/01/2020 08:40:00,04/01/2020 09:03:00,1379,6,04/01/2020 08:32:00,01/01/2001 00:00:00,122,Ended,2,מסלול מתמיד דיגיטל,32.05812,34.77285,32.05581,34.7716
1333239,04/01/2020 08:40:00,04/01/2020 08:44:00,04/01/2020 08:44:00,04/01/2020 09:05:00,1278,7,04/01/2020 08:40:00,01/01/2001 00:00:00,261,Ended,8,מתמיד דיגיתל FREE,32.08969,34.77329,32.11454,34.82625
1333240,04/01/2020 08:40:00,04/01/2020 08:41:00,04/01/2020 08:41:00,04/01/2020 09:03:00,1307,11,04/01/2020 08:40:00,01/01/2001 00:00:00,256,Ended,7,מתמיד FREE,32.11498,34.83383,32.06645,34.78629
1333241,04/01/2020 08:43:00,04/01/2020 08:48:00,04/01/2020 08:48:00,04/01/2020 09:05:00,1063,13,04/01/2020 08:43:00,01/01/2001 00:00:00,108,Ended,7,מתמיד FREE,32.05077,34.75826,32.10658,34.83542
1333242,04/01/2020 08:43:00,04/01/2020 08:57:00,04/01/2020 08:57:00,04/01/2020 09:11:00,849,4,04/01/2020 08:43:00,01/01/2001 00:00:00,99,Ended,2,מסלול מתמיד דיגיטל,32.08342,34.77004,32.07128,34.7794
1333243,04/01/2020 08:48:00,04/01/2020 08:58:00,04/01/2020 08:58:00,04/01/2020 09:11:00,791,3,04/01/2020 08:48:00,01/01/2001 00:00:00,137,Ended,8,מתמיד דיגיתל FREE,32.07556,34.78508,32.06668,34.79576
1333246,04/01/2020 08:55:00,04/01/2020 09:01:00,04/01/2020 09:01:00,04/01/2020 09:49:00,2836,7,04/01/2020 08:55:00,01/01/2001 00:00:00,136,Ended,7,מתמיד FREE,32.05797,34.77952,32.06593,34.80055
1333247,04/01/2020 08:55:00,04/01/2020 08:55:00,04/01/2020 08:55:00,04/01/2020 09:13:00,1051,5,04/01/2020 08:55:00,01/01/2001 00:00:00,112,Ended,1,מסלול מתמיד אוטותל,32.07541,34.77991,32.04908,34.75977
1333248,04/01/2020 08:57:00,04/01/2020 09:06:00,04/01/2020 09:06:00,04/01/2020 09:31:00,1505,9,04/01/2020 08:57:00,01/01/2001 00:00:00,82,Ended,0,מסלול אוטותל המקורי,32.03162,34.74712,32.05709,34.79183
1333249,04/01/2020 08:58:00,04/01/2020 09:12:00,04/01/2020 09:12:00,04/01/2020 09:37:00,1544,4,04/01/2020 08:58:00,01/01/2001 00:00:00,24,Ended,0,מסלול אוטותל המקורי,32.05165,34.78267,32.04806,34.76451
1333250,04/01/2020 08:59:00,04/01/2020 08:59:00,04/01/2020 08:59:00,04/01/2020 09:19:00,1154,10,04/01/2020 08:59:00,01/01/2001 00:00:00,13,Ended,7,מתמיד FREE,32.04445,34.79743,32.11324,34.79607
1333251,04/01/2020 09:02:00,04/01/2020 09:02:00,04/01/2020 09:02:00,04/01/2020 09:47:00,2717,7,04/01/2020 09:02:00,01/01/2001 00:00:00,248,Ended,0,מסלול אוטותל המקורי,32.08655,34.78109,32.0481,34.76447
1333252,04/01/2020 09:06:00,04/01/2020 09:15:00,04/01/2020 09:15:00,04/01/2020 09:31:00,961,8,04/01/2020 09:06:00,01/01/2001 00:00:00,84,Ended,5,מזדמן FREE,32.05658,34.78256,32.11116,34.79581
1333253,04/01/2020 09:23:00,04/01/2020 09:27:00,04/01/2020 09:27:00,04/01/2020 10:06:00,2380,4,04/01/2020 09:23:00,01/01/2001 00:00:00,79,Ended,7,מתמיד FREE,32.09202,34.79451,32.08848,34.79023
1333254,04/01/2020 09:29:00,04/01/2020 09:39:00,04/01/2020 09:39:00,04/01/2020 09:53:00,876,5,04/01/2020 09:29:00,01/01/2001 00:00:00,137,Ended,8,מתמיד דיגיתל FREE,32.06668,34.79576,32.09401,34.78859
1333255,04/01/2020 09:31:00,04/01/2020 09:36:00,04/01/2020 09:36:00,04/01/2020 10:14:00,2269,13,04/01/2020 09:31:00,01/01/2001 00:00:00,74,Ended,0,מסלול אוטותל המקורי,32.05752,34.79371,32.14329,34.79229
1333257,04/01/2020 09:34:00,04/01/2020 09:44:00,04/01/2020 09:44:00,04/01/2020 09:49:00,293,0,04/01/2020 09:34:00,01/01/2001 00:00:00,16,Ended,8,מתמיד דיגיתל FREE,32.05537,34.7678,32.06093,34.78042
1333258,04/01/2020 09:35:00,04/01/2020 09:35:00,04/01/2020 09:35:00,04/01/2020 09:41:00,385,1,04/01/2020 09:35:00,01/01/2001 00:00:00,192,Ended,2,מסלול מתמיד דיגיטל,32.04192,34.77951,32.03837,34.77619
1333260,04/01/2020 09:36:00,04/01/2020 09:37:00,04/01/2020 09:37:00,04/01/2020 09:52:00,910,5,04/01/2020 09:36:00,01/01/2001 00:00:00,162,Ended,3,מסלול מזדמן,32.05509,34.79447,32.08493,34.79665
1333261,04/01/2020 09:49:00,04/01/2020 09:49:00,04/01/2020 09:49:00,04/01/2020 09:59:00,566,2,04/01/2020 09:49:00,01/01/2001 00:00:00,16,Ended,8,מתמיד דיגיתל FREE,32.05536,34.76788,32.06092,34.78041
1333262,04/01/2020 09:51:00,04/01/2020 09:59:00,04/01/2020 09:59:00,04/01/2020 10:17:00,1048,9,04/01/2020 09:51:00,01/01/2001 00:00:00,99,Ended,7,מתמיד FREE,32.07128,34.77939,32.10853,34.83623
1333263,04/01/2020 09:54:00,04/01/2020 10:01:00,04/01/2020 10:01:00,04/01/2020 10:34:00,1978,6,04/01/2020 09:54:00,01/01/2001 00:00:00,240,Ended,2,מסלול מתמיד דיגיטל,32.06796,34.78289,32.08489,34.77364
1333264,04/01/2020 09:55:00,04/01/2020 10:02:00,04/01/2020 10:02:00,04/01/2020 10:59:00,3459,19,04/01/2020 09:55:00,01/01/2001 00:00:00,204,Ended,2,מסלול מתמיד דיגיטל,32.08219,34.78172,32.12626,34.79643
1333265,04/01/2020 09:55:00,04/01/2020 10:02:00,04/01/2020 10:02:00,04/01/2020 10:14:00,706,7,04/01/2020 09:55:00,01/01/2001 00:00:00,149,Ended,1,מסלול מתמיד אוטותל,32.08845,34.77143,32.12431,34.80285
1333266,04/01/2020 09:58:00,04/01/2020 10:07:00,04/01/2020 10:07:00,04/01/2020 10:55:00,2908,3,04/01/2020 09:58:00,01/01/2001 00:00:00,137,Ended,2,מסלול מתמיד דיגיטל,32.09401,34.78859,32.09302,34.7913
1333267,04/01/2020 10:03:00,04/01/2020 10:09:00,04/01/2020 10:09:00,04/01/2020 10:15:00,380,1,04/01/2020 10:03:00,01/01/2001 00:00:00,112,Ended,7,מתמיד FREE,32.04908,34.75977,32.05231,34.76753
1333268,04/01/2020 10:10:00,04/01/2020 10:17:00,04/01/2020 10:17:00,04/01/2020 10:44:00,1578,7,04/01/2020 10:10:00,01/01/2001 00:00:00,238,Ended,2,מסלול מתמיד דיגיטל,32.07859,34.79803,32.08089,34.78868
1333269,04/01/2020 10:11:00,04/01/2020 10:21:00,04/01/2020 10:21:00,04/01/2020 10:32:00,642,3,04/01/2020 10:11:00,01/01/2001 00:00:00,207,Ended,2,מסלול מתמיד דיגיטל,32.07941,34.78851,32.06315,34.76994
1333270,04/01/2020 10:11:00,04/01/2020 10:12:00,04/01/2020 10:12:00,04/01/2020 10:21:00,565,1,04/01/2020 10:11:00,01/01/2001 00:00:00,79,Ended,7,מתמיד FREE,32.08847,34.79022,32.09125,34.78652
1333271,04/01/2020 10:14:00,04/01/2020 10:19:00,04/01/2020 10:19:00,04/01/2020 11:04:00,2727,12,04/01/2020 10:14:00,01/01/2001 00:00:00,188,Ended,0,מסלול אוטותל המקורי,32.14283,34.79369,32.06974,34.79131
1333272,04/01/2020 10:15:00,04/01/2020 10:15:00,04/01/2020 10:15:00,04/01/2020 10:26:00,616,8,04/01/2020 10:15:00,01/01/2001 00:00:00,26,Ended,2,מסלול מתמיד דיגיטל,32.09029,34.77783,32.11175,34.84019
1333273,04/01/2020 10:18:00,04/01/2020 10:21:00,04/01/2020 10:21:00,04/01/2020 10:36:00,927,8,04/01/2020 10:18:00,01/01/2001 00:00:00,89,Ended,7,מתמיד FREE,32.12794,34.79943,32.07355,34.78425
1333274,04/01/2020 10:25:00,04/01/2020 10:27:00,04/01/2020 10:27:00,04/01/2020 10:34:00,408,1,04/01/2020 10:25:00,01/01/2001 00:00:00,85,Ended,8,מתמיד דיגיתל FREE,32.04189,34.77946,32.03979,34.7746
1333275,04/01/2020 10:32:00,04/01/2020 10:37:00,04/01/2020 10:37:00,04/01/2020 10:49:00,692,5,04/01/2020 10:32:00,01/01/2001 00:00:00,203,Ended,4,מסלול מזדמן דיגיטל,32.079,34.79972,32.1164,34.80727
1333276,04/01/2020 10:34:00,04/01/2020 10:35:00,04/01/2020 10:35:00,04/01/2020 13:58:00,12207,24,04/01/2020 10:34:00,01/01/2001 00:00:00,85,Ended,8,מתמיד דיגיתל FREE,32.03979,34.7746,32.0419,34.77949
1333277,04/01/2020 10:36:00,04/01/2020 10:37:00,04/01/2020 10:37:00,04/01/2020 10:50:00,796,5,04/01/2020 10:36:00,01/01/2001 00:00:00,262,Ended,1,מסלול מתמיד אוטותל,32.11806,34.83157,32.11323,34.80753
1333278,04/01/2020 10:42:00,04/01/2020 10:51:00,04/01/2020 10:51:00,04/01/2020 11:07:00,982,6,04/01/2020 10:42:00,01/01/2001 00:00:00,122,Ended,7,מתמיד FREE,32.05581,34.7716,32.09516,34.77457
1333280,04/01/2020 10:44:00,04/01/2020 10:44:00,04/01/2020 10:44:00,04/01/2020 11:01:00,989,10,04/01/2020 10:44:00,01/01/2001 00:00:00,29,Ended,6,מזדמן דיגיתל FREE,32.08842,34.77141,32.06285,34.80503
1333281,04/01/2020 10:49:00,04/01/2020 10:54:00,04/01/2020 10:54:00,04/01/2020 11:02:00,499,2,04/01/2020 10:49:00,01/01/2001 00:00:00,161,Ended,7,מתמיד FREE,32.10969,34.81735,32.11475,34.82655
1333282,04/01/2020 10:50:00,04/01/2020 10:54:00,04/01/2020 10:54:00,04/01/2020 11:07:00,754,4,04/01/2020 10:50:00,01/01/2001 00:00:00,17,Ended,10,עסקי עד 8 נהגים,32.05918,34.77604,32.05857,34.77855
1333283,04/01/2020 10:52:00,04/01/2020 10:55:00,04/01/2020 10:55:00,04/01/2020 11:25:00,1821,16,04/01/2020 10:52:00,01/01/2001 00:00:00,171,Ended,0,מסלול אוטותל המקורי,32.10606,34.7907,32.04799,34.76535
1333284,04/01/2020 10:58:00,04/01/2020 11:02:00,04/01/2020 11:02:00,04/01/2020 11:23:00,1272,7,04/01/2020 10:58:00,01/01/2001 00:00:00,197,Ended,2,מסלול מתמיד דיגיטל,32.12789,34.79763,32.08219,34.77653
1333285,04/01/2020 10:58:00,04/01/2020 11:00:00,04/01/2020 11:00:00,04/01/2020 11:17:00,989,4,04/01/2020 10:58:00,01/01/2001 00:00:00,134,Ended,8,מתמיד דיגיתל FREE,32.04113,34.76993,32.06968,34.77342
1333286,04/01/2020 10:59:00,04/01/2020 11:00:00,04/01/2020 11:00:00,04/01/2020 11:27:00,1620,10,04/01/2020 10:59:00,01/01/2001 00:00:00,157,Ended,8,מתמיד דיגיתל FREE,32.12041,34.79725,32.05352,34.75505
1333287,04/01/2020 11:03:00,04/01/2020 11:08:00,04/01/2020 11:08:00,04/01/2020 12:00:00,3123,5,04/01/2020 11:03:00,01/01/2001 00:00:00,83,Ended,7,מתמיד FREE,32.05667,34.76,32.05198,34.7595
1333288,04/01/2020 11:03:00,04/01/2020 11:03:00,04/01/2020 11:03:00,04/01/2020 11:07:00,268,0,04/01/2020 11:03:00,01/01/2001 00:00:00,79,Ended,7,מתמיד FREE,32.09124,34.78653,32.0885,34.78855
1333289,04/01/2020 11:04:00,04/01/2020 11:12:00,04/01/2020 11:12:00,04/01/2020 11:29:00,1034,10,04/01/2020 11:04:00,01/01/2001 00:00:00,156,Ended,2,מסלול מתמיד דיגיטל,32.12589,34.83168,32.06003,34.78849
1333291,04/01/2020 11:06:00,04/01/2020 11:13:00,04/01/2020 11:13:00,04/01/2020 11:52:00,2339,25,04/01/2020 11:06:00,01/01/2001 00:00:00,5,Ended,0,מסלול אוטותל המקורי,32.06849,34.78833,32.13001,34.7921
1333292,04/01/2020 11:09:00,04/01/2020 11:13:00,04/01/2020 11:13:00,04/01/2020 11:31:00,1112,7,04/01/2020 11:09:00,01/01/2001 00:00:00,115,Ended,8,מתמיד דיגיתל FREE,32.11951,34.82436,32.08085,34.78868
1333294,04/01/2020 11:14:00,04/01/2020 11:14:00,04/01/2020 11:14:00,04/01/2020 11:29:00,919,1,04/01/2020 11:14:00,01/01/2001 00:00:00,192,Ended,2,מסלול מתמיד דיגיטל,32.03838,34.77619,32.04389,34.77393
1333295,04/01/2020 11:22:00,04/01/2020 11:28:00,04/01/2020 11:28:00,04/01/2020 11:45:00,1045,13,04/01/2020 11:22:00,01/01/2001 00:00:00,112,Ended,8,מתמיד דיגיתל FREE,32.05225,34.76748,32.12497,34.80127
1333296,04/01/2020 11:22:00,04/01/2020 11:29:00,04/01/2020 11:29:00,04/01/2020 11:39:00,567,2,04/01/2020 11:22:00,01/01/2001 00:00:00,196,Ended,8,מתמיד דיגיתל FREE,32.06685,34.78291,32.05982,34.77245
1333297,04/01/2020 11:22:00,04/01/2020 11:22:00,04/01/2020 11:22:00,04/01/2020 11:28:00,347,1,04/01/2020 11:22:00,01/01/2001 00:00:00,238,Ended,2,מסלול מתמיד דיגיטל,32.08089,34.78868,32.07861,34.79801
1333300,04/01/2020 11:32:00,04/01/2020 11:42:00,04/01/2020 11:42:00,04/01/2020 11:56:00,798,3,04/01/2020 11:32:00,01/01/2001 00:00:00,137,Ended,3,מסלול מזדמן,32.09304,34.79128,32.11859,34.79531
1333301,04/01/2020 11:34:00,04/01/2020 11:34:00,04/01/2020 11:34:00,04/01/2020 12:45:00,4261,1,04/01/2020 11:34:00,01/01/2001 00:00:00,157,Ended,8,מתמיד דיגיתל FREE,32.05352,34.75505,32.05232,34.75904
