reservationId,startDate,endDate,tripActualStart,tripActualEnd,tripTimeAmount,tripDistanceUsed,reservationDate,cancellationDate,carId,reservationStatus,pricePlanId,pricePlan,startLatitude,startLongitude,endLatitude,endLongitude
1334073,04/02/2020 21:32:00,04/02/2020 21:32:00,04/02/2020 21:32:00,04/02/2020 21:52:00,1215,8,04/02/2020 21:32:00,01/01/2001 00:00:00,30,Ended,8,מתמיד דיגיתל FREE,32.06349,34.80139,32.04755,34.75943
1334074,04/02/2020 21:37:00,04/02/2020 21:38:00,04/02/2020 21:38:00,04/02/2020 21:55:00,1031,4,04/02/2020 21:37:00,01/01/2001 00:00:00,138,Ended,2,מסלול מתמיד דיגיטל,32.11479,34.82678,32.11251,34.81956
1334075,04/02/2020 21:38:00,04/02/2020 21:46:00,04/02/2020 21:46:00,04/02/2020 22:07:00,1304,6,04/02/2020 21:38:00,01/01/2001 00:00:00,113,Ended,7,מתמיד FREE,32.11784,34.83937,32.1127,34.84268
1334076,04/02/2020 21:39:00,04/02/2020 21:40:00,04/02/2020 21:40:00,04/02/2020 21:52:00,723,4,04/02/2020 21:39:00,01/01/2001 00:00:00,114,Ended,1,מסלול מתמיד אוטותל,32.04708,34.77631,32.05863,34.79687
1334077,04/02/2020 21:56:00,04/02/2020 22:11:00,04/02/2020 22:11:00,04/02/2020 22:36:00,1496,10,04/02/2020 21:56:00,01/01/2001 00:00:00,72,Ended,7,מתמיד FREE,32.0902,34.77785,32.08888,34.77787
1334078,04/02/2020 21:57:00,04/02/2020 22:03:00,04/02/2020 22:03:00,04/03/2020 00:28:00,8662,15,04/02/2020 21:57:00,01/01/2001 00:00:00,156,Ended,2,מסלול מתמיד דיגיטל,32.07992,34.76879,32.07995,34.76881
1334080,04/02/2020 22:15:00,04/02/2020 22:15:00,04/02/2020 22:15:00,04/02/2020 22:28:00,789,4,04/02/2020 22:15:00,01/01/2001 00:00:00,17,Ended,2,מסלול מתמיד דיגיטל,32.08221,34.77128,32.06163,34.77261
1334081,04/02/2020 22:19:00,04/02/2020 22:20:00,04/02/2020 22:20:00,04/02/2020 22:34:00,828,2,04/02/2020 22:19:00,01/01/2001 00:00:00,187,Ended,8,מתמיד דיגיתל FREE,32.12709,34.80655,32.11904,34.79631
1334082,04/02/2020 22:28:00,04/02/2020 22:35:00,04/02/2020 22:35:00,04/02/2020 23:31:00,3396,20,04/02/2020 22:28:00,01/01/2001 00:00:00,18,Ended,7,מתמיד FREE,32.03461,34.75768,32.03371,34.75846
1334083,04/02/2020 22:33:00,04/02/2020 22:41:00,04/02/2020 22:41:00,04/02/2020 22:47:00,324,1,04/02/2020 22:33:00,01/01/2001 00:00:00,61,Ended,1,מסלול מתמיד אוטותל,32.05945,34.7804,32.06046,34.77098
1334084,04/02/2020 22:34:00,04/02/2020 22:42:00,04/02/2020 22:42:00,04/02/2020 22:55:00,757,1,04/02/2020 22:34:00,01/01/2001 00:00:00,194,Ended,1,מסלול מתמיד אוטותל,32.08224,34.78451,32.09187,34.78226
1334085,04/02/2020 22:39:00,04/02/2020 22:39:00,04/02/2020 22:39:00,04/02/2020 22:46:00,458,4,04/02/2020 22:39:00,01/01/2001 00:00:00,244,Ended,2,מסלול מתמיד דיגיטל,32.11241,34.7869,32.09435,34.77661
1334086,04/02/2020 22:39:00,04/02/2020 22:44:00,04/02/2020 22:44:00,04/02/2020 22:55:00,634,3,04/02/2020 22:39:00,01/01/2001 00:00:00,35,Ended,8,מתמיד דיגיתל FREE,32.05037,34.75696,32.04991,34.75508
1334087,04/02/2020 22:45:00,04/02/2020 22:48:00,04/02/2020 22:48:00,04/03/2020 00:47:00,7119,14,04/02/2020 22:45:00,01/01/2001 00:00:00,179,Ended,2,מסלול מתמיד דיגיטל,32.0443,34.7976,32.04427,34.79718
1334088,04/02/2020 22:47:00,04/02/2020 22:52:00,04/02/2020 22:52:00,04/02/2020 23:53:00,3680,5,04/02/2020 22:47:00,01/01/2001 00:00:00,196,Ended,1,מסלול מתמיד אוטותל,32.07829,34.77341,32.07972,34.77451
1334089,04/02/2020 23:01:00,04/02/2020 23:05:00,04/02/2020 23:05:00,04/02/2020 23:12:00,454,3,04/02/2020 23:01:00,01/01/2001 00:00:00,159,Ended,3,מסלול מזדמן,32.08494,34.79671,32.10795,34.80274
1334090,04/02/2020 23:06:00,04/02/2020 23:06:00,04/02/2020 23:06:00,04/02/2020 23:13:00,397,0,04/02/2020 23:06:00,01/01/2001 00:00:00,108,Ended,7,מתמיד FREE,32.06575,34.77345,32.06577,34.77347
1334091,04/02/2020 23:08:00,04/02/2020 23:08:00,04/02/2020 23:08:00,04/02/2020 23:15:00,404,0,04/02/2020 23:08:00,01/01/2001 00:00:00,113,Ended,7,מתמיד FREE,32.11269,34.84268,32.11538,34.84087
1334092,04/02/2020 23:14:00,04/02/2020 23:15:00,04/02/2020 23:15:00,04/02/2020 23:27:00,715,3,04/02/2020 23:14:00,01/01/2001 00:00:00,39,Ended,5,מזדמן FREE,32.06418,34.767,32.08167,34.77429
1334093,04/02/2020 23:16:00,04/02/2020 23:21:00,04/02/2020 23:21:00,04/02/2020 23:27:00,342,2,04/02/2020 23:16:00,01/01/2001 00:00:00,228,Ended,8,מתמיד דיגיתל FREE,32.06013,34.76962,32.05495,34.76058
1334094,04/02/2020 23:23:00,04/02/2020 23:27:00,04/02/2020 23:27:00,04/02/2020 23:46:00,1187,6,04/02/2020 23:23:00,01/01/2001 00:00:00,160,Ended,2,מסלול מתמיד דיגיטל,32.05434,34.7683,32.05732,34.76711
1334095,04/02/2020 23:24:00,04/02/2020 23:31:00,04/02/2020 23:31:00,04/03/2020 00:05:00,2028,6,04/02/2020 23:24:00,01/01/2001 00:00:00,14,Ended,8,מתמיד דיגיתל FREE,32.05235,34.80108,32.05327,34.80101
1334096,04/02/2020 23:37:00,04/02/2020 23:46:00,04/02/2020 23:46:00,04/03/2020 00:03:00,990,6,04/02/2020 23:37:00,01/01/2001 00:00:00,192,Ended,8,מתמיד דיגיתל FREE,32.05105,34.75326,32.08765,34.78443
1334097,04/02/2020 23:42:00,04/02/2020 23:43:00,04/02/2020 23:43:00,04/03/2020 00:01:00,1101,6,04/02/2020 23:42:00,01/01/2001 00:00:00,152,Ended,4,מסלול מזדמן דיגיטל,32.06862,34.77803,32.09617,34.79076
1334098,04/02/2020 23:48:00,04/02/2020 23:48:00,04/02/2020 23:48:00,04/02/2020 23:53:00,322,1,04/02/2020 23:48:00,01/01/2001 00:00:00,262,Ended,2,מסלול מתמיד דיגיטל,32.11944,34.84323,32.11784,34.83936
1334099,04/02/2020 23:50:00,04/02/2020 23:57:00,04/02/2020 23:57:00,04/03/2020 00:21:00,1415,7,04/02/2020 23:50:00,01/01/2001 00:00:00,85,Ended,7,מתמיד FREE,32.08541,34.77715,32.04192,34.77952
1334100,04/02/2020 23:55:00,04/02/2020 23:55:00,04/02/2020 23:55:00,04/03/2020 00:07:00,675,4,04/02/2020 23:55:00,01/01/2001 00:00:00,133,Ended,5,מזדמן FREE,32.06578,34.77688,32.0526,34.76012
1334101,04/02/2020 23:56:00,04/02/2020 23:57:00,04/02/2020 23:57:00,04/03/2020 00:06:00,544,3,04/02/2020 23:56:00,01/01/2001 00:00:00,25,Ended,1,מסלול מתמיד אוטותל,32.08483,34.77365,32.06987,34.76642
1334103,04/03/2020 00:10:00,04/03/2020 00:13:00,04/03/2020 00:13:00,04/03/2020 00:25:00,717,5,04/03/2020 00:10:00,01/01/2001 00:00:00,135,Ended,4,מסלול מזדמן דיגיטל,32.08966,34.77328,32.1204,34.7928
1334104,04/03/2020 00:17:00,04/03/2020 00:24:00,04/03/2020 00:24:00,04/03/2020 00:42:00,1095,6,04/03/2020 00:17:00,01/01/2001 00:00:00,125,Ended,7,מתמיד FREE,32.08316,34.77666,32.05473,34.78802
1334105,04/03/2020 00:18:00,04/03/2020 00:18:00,04/03/2020 00:18:00,04/03/2020 00:35:00,1021,9,04/03/2020 00:18:00,01/01/2001 00:00:00,159,Ended,3,מסלול מזדמן,32.10794,34.80274,32.10792,34.80276
1334106,04/03/2020 00:19:00,04/03/2020 00:32:00,04/03/2020 00:32:00,04/03/2020 00:49:00,1059,9,04/03/2020 00:19:00,01/01/2001 00:00:00,39,Ended,4,מסלול מזדמן דיגיטל,32.08167,34.77429,32.10831,34.83413
1334107,04/03/2020 00:21:00,04/03/2020 00:30:00,04/03/2020 00:30:00,04/03/2020 00:41:00,638,3,04/03/2020 00:21:00,01/01/2001 00:00:00,169,Ended,4,מסלול מזדמן דיגיטל,32.07415,34.76984,32.07917,34.78332
1334108,04/03/2020 00:25:00,04/03/2020 00:26:00,04/03/2020 00:26:00,04/03/2020 00:34:00,464,2,04/03/2020 00:25:00,01/01/2001 00:00:00,182,Ended,7,מתמיד FREE,32.11467,34.82753,32.10911,34.81696
1334109,04/03/2020 00:25:00,04/03/2020 00:25:00,04/03/2020 00:25:00,04/03/2020 01:00:00,2047,0,04/03/2020 00:25:00,01/01/2001 00:00:00,249,Ended,8,מתמיד דיגיתל FREE,32.04044,34.74625,32.04043,34.74625
1334110,04/03/2020 00:27:00,04/03/2020 00:33:00,04/03/2020 00:33:00,04/03/2020 00:39:00,359,0,04/03/2020 00:27:00,01/01/2001 00:00:00,237,Ended,1,מסלול מתמיד אוטותל,32.05781,34.76424,32.05344,34.76854
1334111,04/03/2020 00:29:00,04/03/2020 00:39:00,04/03/2020 00:39:00,04/03/2020 00:49:00,600,4,04/03/2020 00:29:00,01/01/2001 00:00:00,72,Ended,8,מתמיד דיגיתל FREE,32.08888,34.77787,32.0605,34.77305
1334112,04/03/2020 00:35:00,04/03/2020 00:36:00,04/03/2020 00:36:00,04/03/2020 00:45:00,497,2,04/03/2020 00:35:00,01/01/2001 00:00:00,132,Ended,1,מסלול מתמיד אוטותל,32.09502,34.77802,32.08169,34.77422
1334113,04/03/2020 00:38:00,04/03/2020 00:42:00,04/03/2020 00:42:00,04/03/2020 00:52:00,623,3,04/03/2020 00:38:00,01/01/2001 00:00:00,17,Ended,2,מסלול מתמיד דיגיטל,32.06163,34.77261,32.0822,34.77129
1334114,04/03/2020 00:42:00,04/03/2020 00:42:00,04/03/2020 00:42:00,04/03/2020 00:57:00,890,4,04/03/2020 00:42:00,01/01/2001 00:00:00,84,Ended,7,מתמיד FREE,32.07061,34.79137,32.06987,34.76642
1334115,04/03/2020 01:04:00,04/03/2020 01:13:00,04/03/2020 01:13:00,04/03/2020 01:41:00,1718,12,04/03/2020 01:04:00,01/01/2001 00:00:00,138,Ended,2,מסלול מתמיד דיגיטל,32.11251,34.81957,32.11307,34.81938
1334116,04/03/2020 01:26:00,04/03/2020 01:31:00,04/03/2020 01:31:00,04/03/2020 01:38:00,417,1,04/03/2020 01:26:00,01/01/2001 00:00:00,177,Ended,7,מתמיד FREE,32.06464,34.77425,32.05736,34.76709
1334117,04/03/2020 01:38:00,04/03/2020 01:40:00,04/03/2020 01:40:00,04/03/2020 01:57:00,1002,4,04/03/2020 01:38:00,01/01/2001 00:00:00,54,Ended,1,מסלול מתמיד אוטותל,32.05353,34.75509,32.07403,34.76537
1334118,04/03/2020 02:04:00,04/03/2020 02:08:00,04/03/2020 02:08:00,04/03/2020 02:22:00,867,4,04/03/2020 02:04:00,01/01/2001 00:00:00,200,Ended,2,מסלול מתמיד דיגיטל,32.06093,34.77461,32.09188,34.78228
1334119,04/03/2020 02:31:00,04/03/2020 02:32:00,04/03/2020 02:32:00,04/03/2020 02:38:00,388,3,04/03/2020 02:31:00,01/01/2001 00:00:00,82,Ended,4,מסלול מזדמן דיגיטל,32.06952,34.79533,32.04919,34.80383
1334120,04/03/2020 03:10:00,04/03/2020 03:19:00,04/03/2020 03:19:00,04/03/2020 03:38:00,1159,8,04/03/2020 03:10:00,01/01/2001 00:00:00,157,Ended,1,מסלול מתמיד אוטותל,32.05512,34.75823,32.07198,34.8004
1334121,04/03/2020 05:06:00,04/03/2020 05:13:00,04/03/2020 05:13:00,04/03/2020 05:27:00,879,4,04/03/2020 05:06:00,01/01/2001 00:00:00,58,Ended,8,מתמיד דיגיתל FREE,32.06968,34.77343,32.04006,34.77199
1334122,04/03/2020 05:13:00,04/03/2020 05:13:00,04/03/2020 05:13:00,04/03/2020 05:22:00,535,3,04/03/2020 05:13:00,01/01/2001 00:00:00,172,Ended,7,מתמיד FREE,32.11677,34.8434,32.11335,34.82438
1334124,04/03/2020 05:59:00,04/03/2020 06:14:00,04/03/2020 06:14:00,04/03/2020 06:35:00,1307,13,04/03/2020 05:59:00,01/01/2001 00:00:00,110,Ended,7,מתמיד FREE,32.11438,34.79379,32.03681,34.76247
1334125,04/03/2020 06:04:00,04/03/2020 06:13:00,04/03/2020 06:13:00,04/03/2020 06:26:00,752,5,04/03/2020 06:04:00,01/01/2001 00:00:00,186,Ended,2,מסלול מתמיד דיגיטל,32.09192,34.79463,32.06245,34.79067
1334126,04/03/2020 06:17:00,04/03/2020 06:17:00,04/03/2020 06:17:00,04/03/2020 06:32:00,925,5,04/03/2020 06:17:00,01/01/2001 00:00:00,163,Ended,5,מזדמן FREE,32.04665,34.79171,32.07635,34.76714
1334127,04/03/2020 06:37:00,04/03/2020 06:37:00,04/03/2020 06:37:00,04/03/2020 06:45:00,441,3,04/03/2020 06:37:00,01/01/2001 00:00:00,32,Ended,2,מסלול מתמיד דיגיטל,32.06636,34.78915,32.06316,34.76981
1334128,04/03/2020 06:40:00,04/03/2020 06:46:00,04/03/2020 06:46:00,04/03/2020 06:57:00,648,6,04/03/2020 06:40:00,01/01/2001 00:00:00,1,Ended,4,מסלול מזדמן דיגיטל,32.07863,34.79805,32.11677,34.80735
1334130,04/03/2020 06:45:00,04/03/2020 06:53:00,04/03/2020 06:53:00,04/03/2020 07:13:00,1206,5,04/03/2020 06:45:00,01/01/2001 00:00:00,160,Ended,8,מתמיד דיגיתל FREE,32.05733,34.76721,32.04947,34.81358
1334131,04/03/2020 06:46:00,04/03/2020 06:50:00,04/03/2020 06:50:00,04/03/2020 07:12:00,1369,2,04/03/2020 06:46:00,01/01/2001 00:00:00,223,Ended,8,מתמיד דיגיתל FREE,32.11566,34.79038,32.10309,34.79668
1334132,04/03/2020 06:53:00,04/03/2020 06:58:00,04/03/2020 06:58:00,04/03/2020 08:03:00,3894,6,04/03/2020 06:53:00,01/01/2001 00:00:00,13,Ended,1,מסלול מתמיד אוטותל,32.10507,34.78936,32.06689,34.78289
1334133,04/03/2020 06:55:00,04/03/2020 07:01:00,04/03/2020 07:01:00,04/03/2020 07:06:00,340,1,04/03/2020 06:55:00,01/01/2001 00:00:00,152,Ended,2,מסלול מתמיד דיגיטל,32.09612,34.79077,32.08089,34.78867
1334134,04/03/2020 07:03:00,04/03/2020 07:03:00,04/03/2020 07:03:00,04/03/2020 07:10:00,432,2,04/03/2020 07:03:00,01/01/2001 00:00:00,81,Ended,8,מתמיד דיגיתל FREE,32.11432,34.83734,32.12537,34.82711
1334135,04/03/2020 07:15:00,04/03/2020 07:22:00,04/03/2020 07:22:00,04/03/2020 07:34:00,713,11,04/03/2020 07:15:00,01/01/2001 00:00:00,244,Ended,8,מתמיד דיגיתל FREE,32.09435,34.77661,32.04009,34.77203
1334138,04/03/2020 07:39:00,04/03/2020 07:45:00,04/03/2020 07:45:00,04/03/2020 07:58:00,806,9,04/03/2020 07:39:00,01/01/2001 00:00:00,118,Ended,2,מסלול מתמיד דיגיטל,32.07711,34.79852,32.03683,34.7625
1334140,04/03/2020 07:41:00,04/03/2020 07:46:00,04/03/2020 07:46:00,04/03/2020 07:57:00,655,6,04/03/2020 07:41:00,01/01/2001 00:00:00,37,Ended,5,מזדמן FREE,32.08291,34.78388,32.11965,34.79986
1334141,04/03/2020 07:42:00,04/03/2020 07:55:00,04/03/2020 07:55:00,04/03/2020 08:26:00,1860,15,04/03/2020 07:42:00,01/01/2001 00:00:00,179,Ended,2,מסלול מתמיד דיגיטל,32.04427,34.79717,32.0443,34.79717
1334142,04/03/2020 07:47:00,04/03/2020 07:54:00,04/03/2020 07:54:00,04/03/2020 08:07:00,791,3,04/03/2020 07:47:00,01/01/2001 00:00:00,68,Ended,7,מתמיד FREE,32.05337,34.76021,32.04175,34.75077
1334143,04/03/2020 07:53:00,04/03/2020 07:58:00,04/03/2020 07:58:00,04/03/2020 08:11:00,824,3,04/03/2020 07:53:00,01/01/2001 00:00:00,169,Ended,2,מסלול מתמיד דיגיטל,32.07921,34.78322,32.05815,34.76955
1334144,04/03/2020 08:03:00,04/03/2020 08:07:00,04/03/2020 08:07:00,04/03/2020 08:21:00,858,6,04/03/2020 08:03:00,01/01/2001 00:00:00,149,Ended,1,מסלול מתמיד אוטותל,32.08743,34.77134,32.12431,34.8029
1334145,04/03/2020 08:03:00,04/03/2020 08:10:00,04/03/2020 08:10:00,04/03/2020 08:23:00,814,6,04/03/2020 08:03:00,01/01/2001 00:00:00,200,Ended,2,מסלול מתמיד דיגיטל,32.09188,34.7822,32.06118,34.80173
1334146,04/03/2020 08:07:00,04/03/2020 08:17:00,04/03/2020 08:17:00,04/03/2020 08:32:00,942,7,04/03/2020 08:07:00,01/01/2001 00:00:00,130,Ended,2,מסלול מתמיד דיגיטל,32.09393,34.7858,32.12094,34.79355
1334147,04/03/2020 08:08:00,04/03/2020 08:17:00,04/03/2020 08:17:00,04/03/2020 08:53:00,2137,6,04/03/2020 08:08:00,01/01/2001 00:00:00,106,Ended,8,מתמיד דיגיתל FREE,32.05136,34.75868,32.07049,34.78555
1334149,04/03/2020 08:13:00,04/03/2020 08:15:00,04/03/2020 08:15:00,04/03/2020 08:22:00,412,3,04/03/2020 08:13:00,01/01/2001 00:00:00,153,Ended,7,מתמיד FREE,32.06349,34.80134,32.05304,34.80903
1334150,04/03/2020 08:19:00,04/03/2020 08:28:00,04/03/2020 08:28:00,04/03/2020 08:46:00,1058,10,04/03/2020 08:19:00,01/01/2001 00:00:00,194,Ended,2,מסלול מתמיד דיגיטל,32.09188,34.7823,32.11146,34.84087
1334151,04/03/2020 08:21:00,04/03/2020 08:21:00,04/03/2020 08:21:00,04/03/2020 08:29:00,506,4,04/03/2020 08:21:00,01/01/2001 00:00:00,31,Ended,4,מסלול מזדמן דיגיטל,32.10721,34.797,32.08982,34.77995
1334152,04/03/2020 08:24:00,04/03/2020 08:31:00,04/03/2020 08:31:00,04/03/2020 09:30:00,3508,32,04/03/2020 08:24:00,01/01/2001 00:00:00,164,Ended,7,מתמיד FREE,32.11759,34.797,32.11761,34.79706
1334153,04/03/2020 08:28:00,04/03/2020 08:30:00,04/03/2020 08:30:00,04/03/2020 09:22:00,3132,18,04/03/2020 08:28:00,01/01/2001 00:00:00,54,Ended,1,מסלול מתמיד אוטותל,32.07403,34.76536,32.04825,34.74915
1334154,04/03/2020 08:31:00,04/03/2020 08:45:00,04/03/2020 08:45:00,04/03/2020 09:09:00,1460,4,04/03/2020 08:31:00,01/01/2001 00:00:00,143,Ended,7,מתמיד FREE,32.07153,34.76557,32.0489,34.75254
1334155,04/03/2020 08:32:00,04/03/2020 08:39:00,04/03/2020 08:39:00,04/03/2020 08:49:00,584,5,04/03/2020 08:32:00,01/01/2001 00:00:00,201,Ended,5,מזדמן FREE,32.10721,34.80239,32.11459,34.82648
1334156,04/03/2020 08:36:00,04/03/2020 08:44:00,04/03/2020 08:44:00,04/03/2020 10:43:00,7171,13,04/03/2020 08:36:00,01/01/2001 00:00:00,130,Ended,2,מסלול מתמיד דיגיטל,32.12094,34.79355,32.12095,34.79364
1334157,04/03/2020 08:46:00,04/03/2020 08:48:00,04/03/2020 08:48:00,04/03/2020 09:14:00,1581,19,04/03/2020 08:46:00,01/01/2001 00:00:00,64,Ended,8,מתמיד דיגיתל FREE,32.11931,34.80656,32.11637,34.79659
1334158,04/03/2020 08:48:00,04/03/2020 08:49:00,04/03/2020 08:49:00,04/03/2020 09:06:00,1051,9,04/03/2020 08:48:00,01/01/2001 00:00:00,159,Ended,7,מתמיד FREE,32.10792,34.80276,32.05946,34.77237
1334159,04/03/2020 09:09:00,04/03/2020 09:23:00,04/03/2020 09:23:00,04/03/2020 09:28:00,308,0,04/03/2020 09:09:00,01/01/2001 00:00:00,143,Ended,7,מתמיד FREE,32.04891,34.75254,32.04889,34.75255
1334160,04/03/2020 09:09:00,04/03/2020 09:13:00,04/03/2020 09:13:00,04/03/2020 09:24:00,610,3,04/03/2020 09:09:00,01/01/2001 00:00:00,227,Ended,7,מתמיד FREE,32.07037,34.77631,32.06586,34.79339
1334161,04/03/2020 09:13:00,04/03/2020 09:23:00,04/03/2020 09:23:00,04/03/2020 11:55:00,9128,5,04/03/2020 09:13:00,01/01/2001 00:00:00,75,Ended,4,מסלול מזדמן דיגיטל,32.10721,34.82103,32.08911,34.802
1334162,04/03/2020 09:18:00,04/03/2020 09:29:00,04/03/2020 09:29:00,04/03/2020 09:44:00,914,4,04/03/2020 09:18:00,01/01/2001 00:00:00,206,Ended,7,מתמיד FREE,32.09391,34.78582,32.07475,34.79655
1334163,04/03/2020 09:18:00,04/03/2020 09:18:00,04/03/2020 09:18:00,04/03/2020 09:30:00,686,5,04/03/2020 09:18:00,01/01/2001 00:00:00,224,Ended,2,מסלול מתמיד דיגיטל,32.10636,34.83215,32.10063,34.78751
1334164,04/03/2020 09:21:00,04/03/2020 09:21:00,04/03/2020 09:21:00,04/03/2020 09:24:00,182,0,04/03/2020 09:21:00,01/01/2001 00:00:00,64,Ended,8,מתמיד דיגיתל FREE,32.11638,34.7966,32.11287,34.79436
1334166,04/03/2020 09:34:00,04/03/2020 09:45:00,04/03/2020 09:45:00,04/03/2020 09:56:00,696,3,04/03/2020 09:34:00,01/01/2001 00:00:00,65,Ended,7,מתמיד FREE,32.04995,34.77365,32.06571,34.77601
1334168,04/03/2020 09:47:00,04/03/2020 09:48:00,04/03/2020 09:48:00,04/03/2020 10:15:00,1610,16,04/03/2020 09:47:00,01/01/2001 00:00:00,30,Ended,6,מזדמן דיגיתל FREE,32.04757,34.75946,32.1246,34.82673
1334169,04/03/2020 09:49:00,04/03/2020 10:02:00,04/03/2020 10:02:00,04/03/2020 10:23:00,1248,8,04/03/2020 09:49:00,01/01/2001 00:00:00,248,Ended,8,מתמיד דיגיתל FREE,32.04927,34.76465,32.06319,34.80327
1334170,04/03/2020 09:49:00,04/03/2020 09:59:00,04/03/2020 09:59:00,04/03/2020 10:18:00,1143,4,04/03/2020 09:49:00,01/01/2001 00:00:00,31,Ended,8,מתמיד דיגיתל FREE,32.08981,34.77994,32.07546,34.80141
1334171,04/03/2020 09:51:00,04/03/2020 09:53:00,04/03/2020 09:53:00,04/03/2020 10:00:00,425,2,04/03/2020 09:51:00,01/01/2001 00:00:00,133,Ended,8,מתמיד דיגיתל FREE,32.05261,34.76007,32.06318,34.76991
1334172,04/03/2020 09:51:00,04/03/2020 09:52:00,04/03/2020 09:52:00,04/03/2020 10:09:00,996,8,04/03/2020 09:51:00,01/01/2001 00:00:00,201,Ended,4,מסלול מזדמן דיגיטל,32.1146,34.82639,32.07255,34.78395
1334173,04/03/2020 09:52:00,04/03/2020 09:56:00,04/03/2020 09:56:00,04/03/2020 10:01:00,308,0,04/03/2020 09:52:00,01/01/2001 00:00:00,198,Ended,8,מתמיד דיגיתל FREE,32.11549,34.82173,32.11549,34.82173
1334174,04/03/2020 09:56:00,04/03/2020 10:00:00,04/03/2020 10:00:00,04/03/2020 10:11:00,639,1,04/03/2020 09:56:00,01/01/2001 00:00:00,181,Ended,2,מסלול מתמיד דיגיטל,32.05294,34.77981,32.05965,34.77163
1334177,04/03/2020 10:01:00,04/03/2020 10:11:00,04/03/2020 10:11:00,04/03/2020 11:18:00,4048,6,04/03/2020 10:01:00,01/01/2001 00:00:00,172,Ended,8,מתמיד דיגיתל FREE,32.11334,34.82438,32.11506,34.82327
1334178,04/03/2020 10:04:00,04/03/2020 10:14:00,04/03/2020 10:14:00,04/03/2020 10:34:00,1221,8,04/03/2020 10:04:00,01/01/2001 00:00:00,139,Ended,6,מזדמן דיגיתל FREE,32.07794,34.77857,32.03991,34.76834
1334179,04/03/2020 10:04:00,04/03/2020 10:05:00,04/03/2020 10:05:00,04/03/2020 10:11:00,380,2,04/03/2020 10:04:00,01/01/2001 00:00:00,64,Ended,8,מתמיד דיגיתל FREE,32.11288,34.79436,32.11913,34.80445
1334180,04/03/2020 10:12:00,04/03/2020 10:21:00,04/03/2020 10:21:00,04/03/2020 10:33:00,727,4,04/03/2020 10:12:00,01/01/2001 00:00:00,138,Ended,1,מסלול מתמיד אוטותל,32.11306,34.81938,32.10649,34.79762
1334181,04/03/2020 10:14:00,04/03/2020 10:26:00,04/03/2020 10:26:00,04/03/2020 10:36:00,643,1,04/03/2020 10:14:00,01/01/2001 00:00:00,143,Ended,7,מתמיד FREE,32.04892,34.75256,32.04893,34.7525
1334182,04/03/2020 10:15:00,04/03/2020 10:15:00,04/03/2020 10:15:00,04/03/2020 10:22:00,406,2,04/03/2020 10:15:00,01/01/2001 00:00:00,54,Ended,1,מסלול מתמיד אוטותל,32.04825,34.74914,32.0447,34.75532
1334183,04/03/2020 10:19:00,04/03/2020 10:19:00,04/03/2020 10:19:00,04/03/2020 10:26:00,414,1,04/03/2020 10:19:00,01/01/2001 00:00:00,256,Ended,7,מתמיד FREE,32.07552,34.80137,32.07639,34.80018
1334184,04/03/2020 10:19:00,04/03/2020 10:30:00,04/03/2020 10:30:00,04/03/2020 10:51:00,1267,4,04/03/2020 10:19:00,01/01/2001 00:00:00,203,Ended,2,מסלול מתמיד דיגיטל,32.07769,34.79677,32.08426,34.78937
1334185,04/03/2020 10:25:00,04/03/2020 10:25:00,04/03/2020 10:25:00,04/03/2020 10:35:00,595,3,04/03/2020 10:25:00,01/01/2001 00:00:00,115,Ended,6,מזדמן דיגיתל FREE,32.11983,34.82113,32.11378,34.84166
1334186,04/03/2020 10:28:00,04/03/2020 10:31:00,04/03/2020 10:31:00,04/03/2020 10:53:00,1286,5,04/03/2020 10:28:00,01/01/2001 00:00:00,206,Ended,7,מתמיד FREE,32.07476,34.79656,32.09619,34.79076
1334187,04/03/2020 10:31:00,04/03/2020 10:42:00,04/03/2020 10:42:00,04/03/2020 15:43:00,18087,0,04/03/2020 10:31:00,01/01/2001 00:00:00,25,Ended,1,מסלול מתמיד אוטותל,32.06988,34.76642,32.08484,34.77364
1334188,04/03/2020 10:32:00,04/03/2020 10:32:00,04/03/2020 10:32:00,04/03/2020 15:46:00,18837,0,04/03/2020 10:32:00,01/01/2001 00:00:00,227,Ended,7,מתמיד FREE,32.06587,34.79338,32.0698,34.77341
1334190,04/03/2020 10:44:00,04/03/2020 10:53:00,04/03/2020 10:53:00,04/03/2020 11:11:00,1062,6,04/03/2020 10:44:00,01/01/2001 00:00:00,260,Ended,1,מסלול מתמיד אוטותל,32.11694,34.78907,32.07612,34.77644
1334191,04/03/2020 10:46:00,04/03/2020 10:46:00,04/03/2020 10:46:00,04/03/2020 10:59:00,765,4,04/03/2020 10:46:00,01/01/2001 00:00:00,43,Ended,6,מזדמן דיגיתל FREE,32.07611,34.77636,32.05676,34.78863
1334192,04/03/2020 10:49:00,04/03/2020 11:01:00,04/03/2020 11:01:00,04/03/2020 11:11:00,595,4,04/03/2020 10:49:00,01/01/2001 00:00:00,192,Ended,4,מסלול מזדמן דיגיטל,32.08772,34.78446,32.10558,34.79631
1334193,04/03/2020 10:52:00,04/03/2020 11:04:00,04/03/2020 11:04:00,04/03/2020 11:17:00,818,5,04/03/2020 10:52:00,01/01/2001 00:00:00,97,Ended,2,מסלול מתמיד דיגיטל,32.08969,34.77335,32.11894,34.80027
