reservationId,startDate,endDate,tripActualStart,tripActualEnd,tripTimeAmount,tripDistanceUsed,reservationDate,cancellationDate,carId,reservationStatus,pricePlanId,pricePlan,startLatitude,startLongitude,endLatitude,endLongitude
1529769,09/01/2020 00:21:00,09/01/2020 00:21:00,09/01/2020 00:21:00,09/01/2020 00:50:00,1709,12,09/01/2020 00:21:00,01/01/2001 00:00:00,179,Ended,7,מתמיד FREE,32.12803,34.82971,32.07311,34.77172
1529770,09/01/2020 00:25:00,09/01/2020 00:30:00,09/01/2020 00:30:00,09/01/2020 00:46:00,951,10,09/01/2020 00:25:00,01/01/2001 00:00:00,76,Ended,7,מתמיד FREE,32.07992,34.76905,32.11676,34.84333
1529771,09/01/2020 00:25:00,09/01/2020 00:28:00,09/01/2020 00:28:00,09/01/2020 00:45:00,1010,8,09/01/2020 00:25:00,01/01/2001 00:00:00,1,Ended,8,מתמיד דיגיתל FREE,32.06691,34.77234,32.10324,34.79564
1529772,09/01/2020 00:28:00,09/01/2020 00:35:00,09/01/2020 00:35:00,09/01/2020 00:52:00,1016,11,09/01/2020 00:28:00,01/01/2001 00:00:00,50,Ended,4,מסלול מזדמן דיגיטל,32.06572,34.77711,32.11532,34.83102
1529773,09/01/2020 00:31:00,09/01/2020 00:38:00,09/01/2020 00:38:00,09/01/2020 00:56:00,1067,6,09/01/2020 00:31:00,01/01/2001 00:00:00,102,Ended,8,מתמיד דיגיתל FREE,32.06842,34.78827,32.08861,34.79684
1529774,09/01/2020 00:37:00,09/01/2020 00:49:00,09/01/2020 00:49:00,09/01/2020 01:03:00,876,4,09/01/2020 00:37:00,01/01/2001 00:00:00,52,Ended,5,מזדמן FREE,32.06865,34.77805,32.09089,34.78843
1529775,09/01/2020 00:44:00,09/01/2020 00:45:00,09/01/2020 00:45:00,09/01/2020 01:12:00,1656,12,09/01/2020 00:44:00,01/01/2001 00:00:00,99,Ended,1,מסלול מתמיד אוטותל,32.07734,34.76654,32.10673,34.80349
1529776,09/01/2020 00:45:00,09/01/2020 00:45:00,09/01/2020 00:45:00,09/01/2020 01:01:00,975,9,09/01/2020 00:45:00,01/01/2001 00:00:00,53,Ended,8,מתמיד דיגיתל FREE,32.0763,34.77152,32.12265,34.81192
1529777,09/01/2020 00:46:00,09/01/2020 00:51:00,09/01/2020 00:51:00,09/01/2020 01:01:00,600,3,09/01/2020 00:46:00,01/01/2001 00:00:00,83,Ended,8,מתמיד דיגיתל FREE,32.10653,34.79765,32.12629,34.80118
1529778,09/01/2020 00:48:00,09/01/2020 00:53:00,09/01/2020 00:53:00,09/01/2020 01:09:00,947,7,09/01/2020 00:48:00,01/01/2001 00:00:00,177,Ended,8,מתמיד דיגיתל FREE,32.08986,34.7799,32.1097,34.84074
1529779,09/01/2020 00:48:00,09/01/2020 00:57:00,09/01/2020 00:57:00,09/01/2020 01:14:00,981,6,09/01/2020 00:48:00,01/01/2001 00:00:00,218,Ended,3,מסלול מזדמן,32.08432,34.77493,32.10705,34.80103
1529780,09/01/2020 00:48:00,09/01/2020 00:57:00,09/01/2020 00:57:00,09/01/2020 01:12:00,876,4,09/01/2020 00:48:00,01/01/2001 00:00:00,174,Ended,4,מסלול מזדמן דיגיטל,32.08223,34.77125,32.10496,34.79017
1529781,09/01/2020 00:52:00,09/01/2020 01:02:00,09/01/2020 01:02:00,09/01/2020 01:18:00,968,8,09/01/2020 00:52:00,01/01/2001 00:00:00,220,Ended,5,מזדמן FREE,32.08131,34.77179,32.12299,34.81455
1529782,09/01/2020 00:57:00,09/01/2020 01:00:00,09/01/2020 01:00:00,09/01/2020 01:16:00,960,7,09/01/2020 00:57:00,01/01/2001 00:00:00,142,Ended,6,מזדמן דיגיתל FREE,32.08343,34.79187,32.11877,34.81873
1529783,09/01/2020 01:02:00,09/01/2020 01:04:00,09/01/2020 01:04:00,09/01/2020 01:29:00,1511,7,09/01/2020 01:02:00,01/01/2001 00:00:00,248,Ended,2,מסלול מתמיד דיגיטל,32.05618,34.78797,32.05673,34.78899
1529784,09/01/2020 01:04:00,09/01/2020 01:13:00,09/01/2020 01:13:00,09/01/2020 01:28:00,904,10,09/01/2020 01:04:00,01/01/2001 00:00:00,193,Ended,2,מסלול מתמיד דיגיטל,32.05832,34.77453,32.11982,34.82111
1529785,09/01/2020 01:06:00,09/01/2020 01:07:00,09/01/2020 01:07:00,09/01/2020 01:22:00,925,5,09/01/2020 01:06:00,01/01/2001 00:00:00,63,Ended,8,מתמיד דיגיתל FREE,32.05775,34.76423,32.07895,34.77872
1529786,09/01/2020 01:07:00,09/01/2020 01:07:00,09/01/2020 01:07:00,09/01/2020 01:28:00,1268,5,09/01/2020 01:07:00,01/01/2001 00:00:00,57,Ended,2,מסלול מתמיד דיגיטל,32.09007,34.78314,32.11193,34.80162
1529787,09/01/2020 01:09:00,09/01/2020 01:09:00,09/01/2020 01:09:00,09/01/2020 01:16:00,381,1,09/01/2020 01:09:00,01/01/2001 00:00:00,62,Ended,2,מסלול מתמיד דיגיטל,32.05833,34.79792,32.05673,34.79119
1529789,09/01/2020 01:43:00,09/01/2020 01:53:00,09/01/2020 01:53:00,09/01/2020 02:05:00,717,5,09/01/2020 01:43:00,01/01/2001 00:00:00,145,Ended,5,מזדמן FREE,32.03683,34.76247,32.0763,34.76714
1529790,09/01/2020 01:52:00,09/01/2020 02:01:00,09/01/2020 02:01:00,09/01/2020 02:26:00,1488,6,09/01/2020 01:52:00,01/01/2001 00:00:00,64,Ended,0,מסלול אוטותל המקורי,32.0699,34.76636,32.07465,34.79435
1529791,09/01/2020 01:55:00,09/01/2020 02:06:00,09/01/2020 02:06:00,09/01/2020 02:23:00,995,8,09/01/2020 01:55:00,01/01/2001 00:00:00,41,Ended,7,מתמיד FREE,32.07,34.7729,32.10924,34.81919
1529793,09/01/2020 01:59:00,09/01/2020 02:02:00,09/01/2020 02:02:00,09/01/2020 02:09:00,441,2,09/01/2020 01:59:00,01/01/2001 00:00:00,24,Ended,2,מסלול מתמיד דיגיטל,32.05285,34.75984,32.05893,34.77318
1529794,09/01/2020 02:03:00,09/01/2020 02:16:00,09/01/2020 02:16:00,09/01/2020 02:25:00,537,4,09/01/2020 02:03:00,01/01/2001 00:00:00,225,Ended,7,מתמיד FREE,32.07043,34.77633,32.04822,34.78123
1529795,09/01/2020 02:13:00,09/01/2020 02:17:00,09/01/2020 02:17:00,09/01/2020 03:21:00,3850,26,09/01/2020 02:13:00,01/01/2001 00:00:00,130,Ended,8,מתמיד דיגיתל FREE,32.08312,34.78068,32.05325,34.80982
1529796,09/01/2020 02:15:00,09/01/2020 02:23:00,09/01/2020 02:23:00,09/01/2020 02:30:00,436,4,09/01/2020 02:15:00,01/01/2001 00:00:00,27,Ended,7,מתמיד FREE,32.11234,34.8016,32.09499,34.77806
1529797,09/01/2020 02:37:00,09/01/2020 02:41:00,09/01/2020 02:41:00,09/01/2020 03:02:00,1255,10,09/01/2020 02:37:00,01/01/2001 00:00:00,158,Ended,7,מתמיד FREE,32.07327,34.77861,32.11451,34.83741
1529798,09/01/2020 03:41:00,09/01/2020 03:48:00,09/01/2020 03:48:00,09/01/2020 03:59:00,633,6,09/01/2020 03:41:00,01/01/2001 00:00:00,3,Ended,7,מתמיד FREE,32.11916,34.80015,32.07327,34.78703
1529800,09/01/2020 03:59:00,09/01/2020 04:04:00,09/01/2020 04:04:00,09/01/2020 04:20:00,937,7,09/01/2020 03:59:00,01/01/2001 00:00:00,33,Ended,4,מסלול מזדמן דיגיטל,32.07537,34.77988,32.12491,34.80129
1529801,09/01/2020 03:59:00,09/01/2020 03:59:00,09/01/2020 03:59:00,09/01/2020 04:05:00,331,2,09/01/2020 03:59:00,01/01/2001 00:00:00,3,Ended,7,מתמיד FREE,32.09064,34.77804,32.07327,34.78703
1529802,09/01/2020 04:03:00,09/01/2020 04:03:00,09/01/2020 04:03:00,09/01/2020 04:11:00,487,2,09/01/2020 04:03:00,01/01/2001 00:00:00,254,Ended,5,מזדמן FREE,32.05068,34.79525,32.04659,34.81284
1529803,09/01/2020 04:03:00,09/01/2020 04:08:00,09/01/2020 04:08:00,09/01/2020 04:52:00,2653,2,09/01/2020 04:03:00,01/01/2001 00:00:00,39,Ended,7,מתמיד FREE,32.0466,34.79304,32.04665,34.79305
1529804,09/01/2020 04:05:00,09/01/2020 04:05:00,09/01/2020 04:05:00,09/01/2020 04:29:00,1456,8,09/01/2020 04:05:00,01/01/2001 00:00:00,3,Ended,7,מתמיד FREE,32.07899,34.78125,32.12054,34.80199
1529805,09/01/2020 04:22:00,09/01/2020 04:37:00,09/01/2020 04:37:00,09/01/2020 04:51:00,830,12,09/01/2020 04:22:00,01/01/2001 00:00:00,20,Ended,1,מסלול מתמיד אוטותל,32.08316,34.77669,32.13768,34.79125
1529807,09/01/2020 04:56:00,09/01/2020 04:58:00,09/01/2020 04:58:00,09/01/2020 05:08:00,629,7,09/01/2020 04:56:00,01/01/2001 00:00:00,193,Ended,8,מתמיד דיגיתל FREE,32.11982,34.82111,32.08087,34.7887
1529808,09/01/2020 05:08:00,09/01/2020 05:09:00,09/01/2020 05:09:00,09/01/2020 05:17:00,486,0,09/01/2020 05:08:00,01/01/2001 00:00:00,89,Ended,0,מסלול אוטותל המקורי,32.09609,34.79502,32.09607,34.795
1529809,09/01/2020 05:13:00,09/01/2020 05:16:00,09/01/2020 05:16:00,09/01/2020 05:22:00,326,2,09/01/2020 05:13:00,01/01/2001 00:00:00,33,Ended,7,מתמיד FREE,32.12491,34.80129,32.11671,34.80125
1529810,09/01/2020 05:18:00,09/01/2020 05:19:00,09/01/2020 05:19:00,09/01/2020 05:28:00,514,0,09/01/2020 05:18:00,01/01/2001 00:00:00,241,Ended,0,מסלול אוטותל המקורי,32.09589,34.79503,32.09589,34.79503
1529811,09/01/2020 05:27:00,09/01/2020 05:32:00,09/01/2020 05:32:00,09/01/2020 05:42:00,634,4,09/01/2020 05:27:00,01/01/2001 00:00:00,211,Ended,2,מסלול מתמיד דיגיטל,32.07331,34.77858,32.1035,34.7788
1529812,09/01/2020 05:28:00,09/01/2020 05:32:00,09/01/2020 05:32:00,09/01/2020 05:40:00,489,0,09/01/2020 05:28:00,01/01/2001 00:00:00,200,Ended,0,מסלול אוטותל המקורי,32.09713,34.79559,32.09715,34.79556
1529813,09/01/2020 05:30:00,09/01/2020 05:41:00,09/01/2020 05:41:00,09/01/2020 05:53:00,672,7,09/01/2020 05:30:00,01/01/2001 00:00:00,138,Ended,7,מתמיד FREE,32.09468,34.78198,32.12214,34.81435
1529814,09/01/2020 05:35:00,09/01/2020 05:46:00,09/01/2020 05:46:00,09/01/2020 05:54:00,489,3,09/01/2020 05:35:00,01/01/2001 00:00:00,27,Ended,8,מתמיד דיגיתל FREE,32.09499,34.77806,32.10002,34.78815
1529815,09/01/2020 05:41:00,09/01/2020 05:41:00,09/01/2020 05:41:00,09/01/2020 05:51:00,549,0,09/01/2020 05:41:00,01/01/2001 00:00:00,88,Ended,0,מסלול אוטותל המקורי,32.09741,34.79659,32.09746,34.79653
1529816,09/01/2020 05:45:00,09/01/2020 05:45:00,09/01/2020 05:45:00,09/01/2020 05:55:00,626,4,09/01/2020 05:45:00,01/01/2001 00:00:00,237,Ended,8,מתמיד דיגיתל FREE,32.11405,34.81875,32.12947,34.78947
1529817,09/01/2020 05:48:00,09/01/2020 05:49:00,09/01/2020 05:49:00,09/01/2020 06:01:00,742,4,09/01/2020 05:48:00,01/01/2001 00:00:00,208,Ended,2,מסלול מתמיד דיגיטל,32.09191,34.78228,32.11612,34.80179
1529818,09/01/2020 05:53:00,09/01/2020 05:56:00,09/01/2020 05:56:00,09/01/2020 06:03:00,428,0,09/01/2020 05:53:00,01/01/2001 00:00:00,135,Ended,0,מסלול אוטותל המקורי,32.09615,34.79079,32.09619,34.79083
1529819,09/01/2020 06:03:00,09/01/2020 06:09:00,09/01/2020 06:09:00,09/01/2020 06:20:00,692,4,09/01/2020 06:03:00,01/01/2001 00:00:00,107,Ended,2,מסלול מתמיד דיגיטל,32.08953,34.79049,32.0624,34.7907
1529820,09/01/2020 06:03:00,09/01/2020 06:13:00,09/01/2020 06:13:00,09/01/2020 06:26:00,746,2,09/01/2020 06:03:00,01/01/2001 00:00:00,128,Ended,1,מסלול מתמיד אוטותל,32.06991,34.76634,32.07844,34.77876
1529821,09/01/2020 06:05:00,09/01/2020 06:13:00,09/01/2020 06:13:00,09/01/2020 06:28:00,896,9,09/01/2020 06:05:00,01/01/2001 00:00:00,195,Ended,8,מתמיד דיגיתל FREE,32.128,34.83072,32.0822,34.7713
1529822,09/01/2020 06:08:00,09/01/2020 06:18:00,09/01/2020 06:18:00,09/01/2020 06:25:00,463,3,09/01/2020 06:08:00,01/01/2001 00:00:00,83,Ended,2,מסלול מתמיד דיגיטל,32.12632,34.80115,32.13119,34.7942
1529823,09/01/2020 06:08:00,09/01/2020 06:16:00,09/01/2020 06:16:00,09/01/2020 06:25:00,530,0,09/01/2020 06:08:00,01/01/2001 00:00:00,244,Ended,0,מסלול אוטותל המקורי,32.07677,34.79834,32.07667,34.79836
1529826,09/01/2020 06:24:00,09/01/2020 06:36:00,09/01/2020 06:36:00,09/01/2020 06:53:00,995,12,09/01/2020 06:24:00,01/01/2001 00:00:00,175,Ended,1,מסלול מתמיד אוטותל,32.07052,34.77632,32.14012,34.79188
1529827,09/01/2020 06:27:00,09/01/2020 06:36:00,09/01/2020 06:36:00,09/01/2020 06:44:00,493,0,09/01/2020 06:27:00,01/01/2001 00:00:00,173,Ended,0,מסלול אוטותל המקורי,32.06309,34.79642,32.06313,34.79646
1529828,09/01/2020 06:30:00,09/01/2020 06:31:00,09/01/2020 06:31:00,09/01/2020 06:48:00,1043,9,09/01/2020 06:30:00,01/01/2001 00:00:00,90,Ended,2,מסלול מתמיד דיגיטל,32.11849,34.78742,32.05513,34.76327
1529829,09/01/2020 06:31:00,09/01/2020 06:38:00,09/01/2020 06:38:00,09/01/2020 06:45:00,404,2,09/01/2020 06:31:00,01/01/2001 00:00:00,41,Ended,7,מתמיד FREE,32.10924,34.81919,32.12215,34.818
1529830,09/01/2020 06:34:00,09/01/2020 06:46:00,09/01/2020 06:46:00,09/01/2020 07:06:00,1212,4,09/01/2020 06:34:00,01/01/2001 00:00:00,227,Ended,7,מתמיד FREE,32.0523,34.76741,32.04907,34.80669
1529831,09/01/2020 06:35:00,09/01/2020 06:41:00,09/01/2020 06:41:00,09/01/2020 07:08:00,1588,14,09/01/2020 06:35:00,01/01/2001 00:00:00,82,Ended,8,מתמיד דיגיתל FREE,32.03492,34.74751,32.11326,34.82973
1529832,09/01/2020 06:37:00,09/01/2020 06:38:00,09/01/2020 06:38:00,09/01/2020 06:55:00,1003,1,09/01/2020 06:37:00,01/01/2001 00:00:00,217,Ended,2,מסלול מתמיד דיגיטל,32.05011,34.77375,32.04692,34.78213
1529833,09/01/2020 06:45:00,09/01/2020 06:48:00,09/01/2020 06:48:00,09/01/2020 07:04:00,976,6,09/01/2020 06:45:00,01/01/2001 00:00:00,13,Ended,2,מסלול מתמיד דיגיטל,32.11278,34.79876,32.07463,34.79828
1529834,09/01/2020 06:47:00,09/01/2020 06:52:00,09/01/2020 06:52:00,09/01/2020 07:00:00,460,0,09/01/2020 06:47:00,01/01/2001 00:00:00,2,Ended,0,מסלול אוטותל המקורי,32.05837,34.79656,32.05839,34.79662
1529835,09/01/2020 06:47:00,09/01/2020 06:58:00,09/01/2020 06:58:00,09/01/2020 07:07:00,544,3,09/01/2020 06:47:00,01/01/2001 00:00:00,101,Ended,1,מסלול מתמיד אוטותל,32.06792,34.80249,32.07357,34.78428
1529836,09/01/2020 06:48:00,09/01/2020 06:58:00,09/01/2020 06:58:00,09/01/2020 07:19:00,1283,5,09/01/2020 06:48:00,01/01/2001 00:00:00,24,Ended,8,מתמיד דיגיתל FREE,32.05893,34.77319,32.04653,34.81244
1529837,09/01/2020 06:48:00,09/01/2020 06:56:00,09/01/2020 06:56:00,09/01/2020 07:13:00,977,2,09/01/2020 06:48:00,01/01/2001 00:00:00,244,Ended,8,מתמיד דיגיתל FREE,32.07667,34.79834,32.07966,34.78556
1529838,09/01/2020 06:51:00,09/01/2020 07:27:00,09/01/2020 07:27:00,09/01/2020 07:58:00,1851,23,09/01/2020 06:51:00,01/01/2001 00:00:00,66,Ended,8,מתמיד דיגיתל FREE,32.09209,34.78111,32.04816,34.81149
1529839,09/01/2020 06:52:00,09/01/2020 06:56:00,09/01/2020 06:56:00,09/01/2020 07:15:00,1169,6,09/01/2020 06:52:00,01/01/2001 00:00:00,78,Ended,6,מזדמן דיגיתל FREE,32.05033,34.75698,32.08084,34.78868
1529840,09/01/2020 06:54:00,09/01/2020 06:58:00,09/01/2020 06:58:00,09/01/2020 07:17:00,1132,5,09/01/2020 06:54:00,01/01/2001 00:00:00,265,Ended,2,מסלול מתמיד דיגיטל,32.05956,34.79938,32.07754,34.76899
1529841,09/01/2020 07:00:00,09/01/2020 07:20:00,09/01/2020 07:20:00,09/01/2020 07:31:00,674,5,09/01/2020 07:00:00,01/01/2001 00:00:00,52,Ended,2,מסלול מתמיד דיגיטל,32.09089,34.78844,32.05902,34.78286
1529842,09/01/2020 07:01:00,09/01/2020 07:28:00,09/01/2020 07:28:00,09/01/2020 07:49:00,1257,10,09/01/2020 07:01:00,01/01/2001 00:00:00,195,Ended,1,מסלול מתמיד אוטותל,32.08219,34.77129,32.03681,34.76247
1529843,09/01/2020 07:01:00,09/01/2020 07:10:00,09/01/2020 07:10:00,09/01/2020 07:22:00,722,7,09/01/2020 07:01:00,01/01/2001 00:00:00,253,Ended,5,מזדמן FREE,32.12048,34.81814,32.08128,34.79174
1529844,09/01/2020 07:03:00,09/01/2020 07:14:00,09/01/2020 07:14:00,09/01/2020 07:25:00,654,4,09/01/2020 07:03:00,01/01/2001 00:00:00,198,Ended,8,מתמיד דיגיתל FREE,32.1115,34.79093,32.09077,34.77425
1529845,09/01/2020 07:03:00,09/01/2020 07:14:00,09/01/2020 07:14:00,09/01/2020 07:29:00,913,8,09/01/2020 07:03:00,01/01/2001 00:00:00,216,Ended,7,מתמיד FREE,32.0585,34.79312,32.11106,34.82161
1529846,09/01/2020 07:03:00,09/01/2020 07:25:00,09/01/2020 07:25:00,09/01/2020 07:39:00,853,4,09/01/2020 07:03:00,01/01/2001 00:00:00,230,Ended,7,מתמיד FREE,32.04589,34.75895,32.07002,34.76377
1529847,09/01/2020 07:05:00,09/01/2020 07:13:00,09/01/2020 07:13:00,09/01/2020 07:20:00,402,0,09/01/2020 07:05:00,01/01/2001 00:00:00,147,Ended,0,מסלול אוטותל המקורי,32.05983,34.8031,32.0598,34.80305
1529848,09/01/2020 07:06:00,09/01/2020 07:11:00,09/01/2020 07:11:00,09/01/2020 07:16:00,278,1,09/01/2020 07:06:00,01/01/2001 00:00:00,51,Ended,1,מסלול מתמיד אוטותל,32.12651,34.79829,32.12435,34.80287
1529849,09/01/2020 07:06:00,09/01/2020 07:09:00,09/01/2020 07:09:00,09/01/2020 07:24:00,951,4,09/01/2020 07:06:00,01/01/2001 00:00:00,223,Ended,1,מסלול מתמיד אוטותל,32.06387,34.76213,32.07841,34.78236
1529850,09/01/2020 07:07:00,09/01/2020 07:16:00,09/01/2020 07:16:00,09/01/2020 07:40:00,1431,15,09/01/2020 07:07:00,01/01/2001 00:00:00,167,Ended,1,מסלול מתמיד אוטותל,32.05552,34.7837,32.05353,34.75508
1529852,09/01/2020 07:09:00,09/01/2020 07:13:00,09/01/2020 07:13:00,09/01/2020 07:26:00,735,3,09/01/2020 07:09:00,01/01/2001 00:00:00,2,Ended,6,מזדמן דיגיתל FREE,32.0584,34.79662,32.06123,34.78011
1529853,09/01/2020 07:09:00,09/01/2020 07:31:00,09/01/2020 07:31:00,09/01/2020 07:41:00,594,2,09/01/2020 07:09:00,01/01/2001 00:00:00,259,Ended,2,מסלול מתמיד דיגיטל,32.08309,34.78059,32.06773,34.77382
1529854,09/01/2020 07:11:00,09/01/2020 07:35:00,09/01/2020 07:35:00,09/01/2020 07:46:00,685,4,09/01/2020 07:11:00,01/01/2001 00:00:00,133,Ended,8,מתמיד דיגיתל FREE,32.11171,34.81647,32.11028,34.79737
1529855,09/01/2020 07:13:00,09/01/2020 07:13:00,09/01/2020 07:13:00,09/01/2020 07:19:00,397,2,09/01/2020 07:13:00,01/01/2001 00:00:00,208,Ended,2,מסלול מתמיד דיגיטל,32.11612,34.80179,32.11318,34.79596
1529856,09/01/2020 07:13:00,09/01/2020 07:13:00,09/01/2020 07:13:00,09/01/2020 07:23:00,609,4,09/01/2020 07:13:00,01/01/2001 00:00:00,131,Ended,4,מסלול מזדמן דיגיטל,32.11077,34.78785,32.13942,34.79215
1529857,09/01/2020 07:14:00,09/01/2020 07:24:00,09/01/2020 07:24:00,09/01/2020 07:33:00,575,3,09/01/2020 07:14:00,01/01/2001 00:00:00,217,Ended,1,מסלול מתמיד אוטותל,32.04691,34.78213,32.05853,34.77861
1529858,09/01/2020 07:14:00,09/01/2020 07:16:00,09/01/2020 07:16:00,09/01/2020 07:36:00,1199,5,09/01/2020 07:14:00,01/01/2001 00:00:00,65,Ended,2,מסלול מתמיד דיגיטל,32.04533,34.75958,32.03911,34.75662
1529859,09/01/2020 07:15:00,09/01/2020 07:18:00,09/01/2020 07:18:00,09/01/2020 07:32:00,848,7,09/01/2020 07:15:00,01/01/2001 00:00:00,43,Ended,7,מתמיד FREE,32.12737,34.82916,32.09188,34.78225
1529860,09/01/2020 07:16:00,09/01/2020 07:36:00,09/01/2020 07:36:00,09/01/2020 07:39:00,160,1,09/01/2020 07:16:00,01/01/2001 00:00:00,51,Ended,1,מסלול מתמיד אוטותל,32.12435,34.80287,32.12391,34.79744
1529861,09/01/2020 07:16:00,09/01/2020 07:23:00,09/01/2020 07:23:00,09/01/2020 07:41:00,1098,8,09/01/2020 07:16:00,01/01/2001 00:00:00,125,Ended,1,מסלול מתמיד אוטותל,32.11609,34.79413,32.06167,34.76702
1529862,09/01/2020 07:17:00,09/01/2020 07:17:00,09/01/2020 07:17:00,09/01/2020 07:36:00,1134,7,09/01/2020 07:17:00,01/01/2001 00:00:00,173,Ended,6,מזדמן דיגיתל FREE,32.06313,34.79646,32.04505,34.76068
1529863,09/01/2020 07:17:00,09/01/2020 07:20:00,09/01/2020 07:20:00,09/01/2020 07:29:00,539,0,09/01/2020 07:17:00,01/01/2001 00:00:00,111,Ended,8,מתמיד דיגיתל FREE,32.09683,34.7972,32.07813,34.79138
1529864,09/01/2020 07:17:00,09/01/2020 07:17:00,09/01/2020 07:17:00,09/01/2020 07:33:00,925,8,09/01/2020 07:17:00,01/01/2001 00:00:00,138,Ended,6,מזדמן דיגיתל FREE,32.12214,34.81435,32.07638,34.78673
1529865,09/01/2020 07:19:00,09/01/2020 07:24:00,09/01/2020 07:24:00,09/01/2020 07:46:00,1302,5,09/01/2020 07:19:00,01/01/2001 00:00:00,45,Ended,6,מזדמן דיגיתל FREE,32.04562,34.75089,32.05556,34.78368
1529866,09/01/2020 07:19:00,09/01/2020 07:25:00,09/01/2020 07:25:00,09/01/2020 07:43:00,1130,9,09/01/2020 07:19:00,01/01/2001 00:00:00,235,Ended,2,מסלול מתמיד דיגיטל,32.11622,34.78621,32.06086,34.79243
1529867,09/01/2020 07:20:00,09/01/2020 07:26:00,09/01/2020 07:26:00,09/01/2020 08:14:00,2879,19,09/01/2020 07:20:00,01/01/2001 00:00:00,243,Ended,8,מתמיד דיגיתל FREE,32.04418,34.79582,32.11668,34.84333
1529868,09/01/2020 07:21:00,09/01/2020 07:33:00,09/01/2020 07:33:00,09/01/2020 07:44:00,690,4,09/01/2020 07:21:00,01/01/2001 00:00:00,145,Ended,1,מסלול מתמיד אוטותל,32.07631,34.76715,32.09851,34.78841
1529869,09/01/2020 07:21:00,09/01/2020 07:24:00,09/01/2020 07:24:00,09/01/2020 07:32:00,492,0,09/01/2020 07:21:00,01/01/2001 00:00:00,215,Ended,0,מסלול אוטותל המקורי,32.06295,34.80125,32.06295,34.80127
1529870,09/01/2020 07:24:00,09/01/2020 07:44:00,09/01/2020 07:44:00,09/01/2020 07:50:00,367,1,09/01/2020 07:24:00,01/01/2001 00:00:00,179,Ended,8,מתמיד דיגיתל FREE,32.07311,34.77171,32.0687,34.77552
1529871,09/01/2020 07:26:00,09/01/2020 07:26:00,09/01/2020 07:26:00,09/01/2020 08:03:00,2217,10,09/01/2020 07:26:00,01/01/2001 00:00:00,131,Ended,7,מתמיד FREE,32.1394,34.79215,32.06864,34.77809
1529872,09/01/2020 07:26:00,09/01/2020 07:35:00,09/01/2020 07:35:00,09/01/2020 08:08:00,1995,12,09/01/2020 07:26:00,01/01/2001 00:00:00,90,Ended,3,מסלול מזדמן,32.05512,34.76326,32.11024,34.83105
